caller_number,receiver_number,call_duration_secs,timestamp,tower_id,imei
9876543210,9510418343,1268,2024-05-04 15:13:00,TWR_DEL_002,35117388tattooine23196964
9541053620,9476997186,178,2024-04-09 12:59:00,TWR_CHN_001,35921285tattooine83235253
9347967134,9566030320,443,2024-02-18 12:13:00,TWR_KOL_001,35388299tattooine84864326
9891041325,9141564396,565,2024-01-15 08:37:00,TWR_DEL_001,35383553tattooine83491291
9876543214,9586541708,532,2024-01-18 17:04:00,TWR_DEL_001,35921285tattooine83235253
9591904792,9585922869,132,2024-06-01 08:39:00,TWR_MUM_002,35433372tattooine23065537
9876543214,9534204682,2441,2024-02-22 18:45:00,TWR_MUM_001,35117388tattooine23196964
9876543212,9391379974,836,2024-03-21 20:59:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9177654291,2606,2024-05-17 11:32:00,TWR_DEL_001,35921285tattooine83235253
9876543212,9183007392,1300,2024-02-10 15:53:00,TWR_MUM_001,35117388tattooine23196964
9876543212,9205402899,2978,2024-05-21 12:59:00,TWR_DEL_001,35388299tattooine84864326
9252789672,9832700445,147,2024-01-28 19:35:00,TWR_BLR_001,35117388tattooine23196964
9876543212,9528526934,1162,2024-06-24 18:54:00,TWR_MUM_001,35921285tattooine83235253
9876543213,9409943270,508,2024-04-18 12:02:00,TWR_DEL_001,35388299tattooine84864326
9876543211,9510165477,1372,2024-04-23 16:45:00,TWR_DEL_002,35388299tattooine84864326
9876543210,9072129450,608,2024-01-10 13:37:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9217737320,471,2024-01-11 13:13:00,TWR_MUM_001,35117388tattooine23196964
9007564339,9696729759,372,2024-02-09 11:55:00,TWR_CHN_001,35433372tattooine23065537
9876543211,9881813374,401,2024-03-26 20:59:00,TWR_DEL_002,35388299tattooine84864326
9876543211,9609380409,952,2024-01-10 15:14:00,TWR_DEL_001,35117388tattooine23196964
9876543213,9869959768,1550,2024-01-07 18:12:00,TWR_DEL_002,35921285tattooine83235253
9876543212,9183007392,3467,2024-06-13 16:25:00,TWR_MUM_001,35117388tattooine23196964
9662546241,9061871655,349,2024-03-07 10:37:00,TWR_DEL_001,35117388tattooine23196964
9426674499,9803887018,121,2024-03-21 14:38:00,TWR_CHN_001,35383553tattooine83491291
9573305541,9182937584,600,2024-01-12 19:27:00,TWR_MUM_002,35909823tattooine41115970
9876543214,9797719461,3246,2024-04-20 09:42:00,TWR_DEL_002,35117388tattooine23196964
9755986235,9792227502,137,2024-03-20 18:26:00,TWR_BLR_001,35387906tattooine43934119
9876543212,9818999432,821,2024-06-19 14:43:00,TWR_DEL_002,35117388tattooine23196964
9980156016,9686717367,592,2024-05-20 08:19:00,TWR_BLR_001,35050291tattooine44594891
9876543213,9368609715,2784,2024-04-23 15:43:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9025920787,995,2024-05-11 18:40:00,TWR_DEL_001,35117388tattooine23196964
9243623758,9318502268,250,2024-02-20 10:01:00,TWR_BLR_001,35002272tattooine80200932
9876543213,9205402899,3447,2024-04-16 18:36:00,TWR_DEL_001,35117388tattooine23196964
9876543213,9482287552,1936,2024-06-16 19:00:00,TWR_DEL_002,35921285tattooine83235253
9035086768,9011337424,119,2024-02-15 20:44:00,TWR_CHN_001,35002272tattooine80200932
9876543210,9311576665,1320,2024-02-04 20:29:00,TWR_DEL_001,35117388tattooine23196964
9985391512,9026442691,334,2024-05-09 14:53:00,TWR_KOL_001,35433372tattooine23065537
9210784806,9888849839,172,2024-03-07 20:15:00,TWR_KOL_001,35583364tattooine19217410
9989679022,9524143500,543,2024-03-11 15:04:00,TWR_KOL_001,35002272tattooine80200932
9591904792,9066796702,353,2024-01-21 10:09:00,TWR_HYD_001,35387906tattooine43934119
9876543211,9161028711,1176,2024-04-14 13:34:00,TWR_DEL_001,35117388tattooine23196964
9876543210,9939575983,2020,2024-06-27 08:54:00,TWR_MUM_002,35388299tattooine84864326
9915186598,9389341728,498,2024-03-17 20:24:00,TWR_DEL_001,35383553tattooine83491291
9137287979,9305935373,439,2024-02-26 12:27:00,TWR_MUM_002,35583364tattooine19217410
9876543213,9911899789,3039,2024-02-12 15:58:00,TWR_MUM_002,35388299tattooine84864326
9876543214,9093564327,410,2024-05-24 18:01:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9093701774,2191,2024-03-07 14:20:00,TWR_DEL_002,35921285tattooine83235253
9876543212,9911899789,3417,2024-04-17 12:53:00,TWR_MUM_002,35117388tattooine23196964
9876543210,9330358711,2509,2024-02-27 18:04:00,TWR_DEL_001,35117388tattooine23196964
9488337812,9258664578,41,2024-01-06 17:09:00,TWR_MUM_002,35002272tattooine80200932
9876543213,9854779398,768,2024-06-28 12:49:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9604522528,3363,2024-03-20 09:37:00,TWR_DEL_001,35921285tattooine83235253
9876543212,9354781394,3074,2024-02-20 09:37:00,TWR_MUM_002,35117388tattooine23196964
9767589455,9560525584,114,2024-01-31 20:36:00,TWR_BLR_001,35433372tattooine23065537
9380893111,9557150017,448,2024-05-09 18:21:00,TWR_HYD_001,35117388tattooine23196964
9876543213,9198134476,732,2024-06-11 15:45:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9812773434,2437,2024-05-17 20:30:00,TWR_MUM_001,35388299tattooine84864326
9876543214,9609380409,1620,2024-03-12 15:15:00,TWR_DEL_002,35921285tattooine83235253
9650994966,9826499022,398,2024-05-06 13:11:00,TWR_HYD_001,35921285tattooine83235253
9876543212,9125639106,1694,2024-06-28 12:35:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9607762840,1288,2024-05-22 20:15:00,TWR_MUM_002,35117388tattooine23196964
9050742290,9471982582,512,2024-01-24 12:14:00,TWR_KOL_001,35921285tattooine83235253
9876543211,9006995307,3019,2024-05-21 16:22:00,TWR_MUM_001,35117388tattooine23196964
9876543214,9001207340,1741,2024-03-19 12:14:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9428247581,789,2024-02-25 19:30:00,TWR_DEL_002,35921285tattooine83235253
9876543214,9647597408,2448,2024-02-19 12:14:00,TWR_MUM_001,35921285tattooine83235253
9876543212,9175218743,3200,2024-01-12 08:35:00,TWR_DEL_002,35117388tattooine23196964
9876543211,9510165477,3383,2024-01-04 17:18:00,TWR_MUM_002,35921285tattooine83235253
9876543213,9677365173,1055,2024-05-02 09:52:00,TWR_DEL_001,35117388tattooine23196964
9876543213,9272300912,2663,2024-02-08 20:36:00,TWR_DEL_001,35921285tattooine83235253
9748850459,9931257369,131,2024-06-01 20:39:00,TWR_CHN_001,35433372tattooine23065537
9876543214,9404393514,2145,2024-05-30 14:19:00,TWR_MUM_002,35117388tattooine23196964
9876543210,9205402899,3331,2024-06-09 11:16:00,TWR_DEL_001,35921285tattooine83235253
9297401216,9592008647,187,2024-01-01 14:28:00,TWR_DEL_002,35388299tattooine84864326
9171291040,9344769508,43,2024-06-29 12:44:00,TWR_MUM_002,35909823tattooine41115970
9895664438,9372258231,249,2024-06-18 20:59:00,TWR_BLR_001,35433372tattooine23065537
9876543210,9759742922,1220,2024-02-06 09:03:00,TWR_DEL_002,35117388tattooine23196964
9876543212,9218461811,3367,2024-02-01 15:44:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9791805120,2349,2024-01-21 17:02:00,TWR_MUM_002,35117388tattooine23196964
9141564396,9775934976,266,2024-02-28 18:53:00,TWR_DEL_001,35117388tattooine23196964
9342723524,9511997565,31,2024-01-11 20:48:00,TWR_BLR_001,35433372tattooine23065537
9876543214,9487687472,2111,2024-05-29 14:40:00,TWR_MUM_001,35921285tattooine83235253
9328165026,9365264361,491,2024-03-26 13:42:00,TWR_HYD_001,35050291tattooine44594891
9876543211,9001207340,1986,2024-06-18 14:52:00,TWR_MUM_002,35117388tattooine23196964
9995066995,9347967134,100,2024-03-23 09:49:00,TWR_HYD_001,35909823tattooine41115970
9876543214,9680942500,2993,2024-01-14 11:33:00,TWR_MUM_002,35117388tattooine23196964
9876543213,9388465399,2110,2024-03-09 16:08:00,TWR_DEL_001,35921285tattooine83235253
9036633192,9836720279,506,2024-06-10 17:51:00,TWR_DEL_002,35921285tattooine83235253
9876543211,9661917989,2556,2024-04-14 09:14:00,TWR_DEL_001,35388299tattooine84864326
9077453557,9004698647,482,2024-05-07 19:18:00,TWR_DEL_002,35388299tattooine84864326
9876543212,9607047344,2276,2024-04-26 16:09:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9047834912,3356,2024-03-11 20:50:00,TWR_DEL_002,35921285tattooine83235253
9680692294,9457862633,529,2024-03-13 19:19:00,TWR_BLR_001,35921285tattooine83235253
9891041325,9450451537,511,2024-05-17 15:22:00,TWR_MUM_001,35583364tattooine19217410
9876543214,9587815318,2165,2024-06-27 11:36:00,TWR_MUM_001,35921285tattooine83235253
9876543213,9738806569,1603,2024-04-07 14:42:00,TWR_MUM_002,35388299tattooine84864326
9488337812,9076801305,517,2024-05-08 17:21:00,TWR_DEL_001,35388299tattooine84864326
9254455865,9121193090,460,2024-04-26 08:46:00,TWR_DEL_002,35387906tattooine43934119
9876543211,9476918423,2223,2024-06-08 19:25:00,TWR_MUM_001,35117388tattooine23196964
9555830602,9686238326,556,2024-06-09 19:56:00,TWR_CHN_001,35383553tattooine83491291
9694440279,9543287195,46,2024-06-10 18:58:00,TWR_DEL_002,35002272tattooine80200932
9876543211,9330358711,670,2024-06-11 19:55:00,TWR_MUM_002,35921285tattooine83235253
9876543211,9450183539,1526,2024-03-24 20:03:00,TWR_DEL_001,35921285tattooine83235253
9876543212,9497472555,896,2024-04-15 17:43:00,TWR_DEL_002,35388299tattooine84864326
9275382517,9980156016,90,2024-06-23 11:31:00,TWR_CHN_001,35433372tattooine23065537
9684619900,9287189725,482,2024-03-06 18:00:00,TWR_BLR_001,35583364tattooine19217410
9864445544,9651184205,304,2024-04-23 13:37:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9972967191,1324,2024-02-20 14:54:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9404393514,2642,2024-03-16 19:18:00,TWR_MUM_001,35388299tattooine84864326
9876543213,9738588061,333,2024-05-07 12:49:00,TWR_DEL_001,35388299tattooine84864326
9773027333,9853718468,370,2024-06-07 12:43:00,TWR_MUM_002,35002272tattooine80200932
9524143500,9450451537,150,2024-03-20 20:28:00,TWR_DEL_002,35921285tattooine83235253
9876543212,9812773434,838,2024-03-24 19:26:00,TWR_DEL_001,35117388tattooine23196964
9876543211,9456187302,1798,2024-03-06 15:51:00,TWR_MUM_001,35921285tattooine83235253
9876543212,9143241480,2218,2024-02-27 18:46:00,TWR_DEL_001,35921285tattooine83235253
9629140043,9291132147,580,2024-04-11 08:16:00,TWR_HYD_001,35117388tattooine23196964
9876543213,9099367691,3055,2024-04-07 18:23:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9399941354,402,2024-02-26 18:04:00,TWR_MUM_001,35388299tattooine84864326
9653546451,9273892901,319,2024-02-05 08:02:00,TWR_CHN_001,35117388tattooine23196964
9876543213,9143241480,698,2024-02-04 14:29:00,TWR_DEL_002,35388299tattooine84864326
9876543214,9581291732,2705,2024-06-16 09:53:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9022641987,434,2024-04-23 15:15:00,TWR_MUM_001,35921285tattooine83235253
9265644779,9372258231,386,2024-04-11 12:12:00,TWR_HYD_001,35921285tattooine83235253
9841704813,9250070030,475,2024-06-13 18:38:00,TWR_DEL_002,35002272tattooine80200932
9908014921,9807505208,351,2024-05-24 11:04:00,TWR_MUM_002,35388299tattooine84864326
9188478591,9951822175,231,2024-02-07 20:57:00,TWR_MUM_002,35383553tattooine83491291
9876543212,9644095508,832,2024-01-29 18:55:00,TWR_MUM_001,35921285tattooine83235253
9876543210,9356767418,3535,2024-03-23 08:11:00,TWR_DEL_002,35388299tattooine84864326
9876543211,9927911325,2024,2024-01-17 15:28:00,TWR_DEL_001,35388299tattooine84864326
9239989412,9721234580,121,2024-02-26 17:02:00,TWR_KOL_001,35387906tattooine43934119
9273892901,9554379557,543,2024-06-13 08:03:00,TWR_BLR_001,35583364tattooine19217410
9873937312,9554715100,446,2024-04-23 09:57:00,TWR_DEL_002,35583364tattooine19217410
9876543214,9644095508,569,2024-06-08 18:37:00,TWR_DEL_002,35117388tattooine23196964
9876543212,9404393514,2746,2024-05-09 17:27:00,TWR_MUM_001,35117388tattooine23196964
9876543210,9019730953,2966,2024-04-25 11:26:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9227272807,2003,2024-04-19 13:42:00,TWR_DEL_001,35117388tattooine23196964
9876543211,9797719461,2242,2024-01-22 09:27:00,TWR_DEL_001,35921285tattooine83235253
9876543212,9161525642,2578,2024-05-23 16:21:00,TWR_DEL_001,35388299tattooine84864326
9644751168,9166466680,443,2024-06-02 12:22:00,TWR_DEL_001,35909823tattooine41115970
9876543214,9983707209,933,2024-01-28 13:54:00,TWR_MUM_002,35921285tattooine83235253
9876543210,9850465353,1441,2024-05-23 20:52:00,TWR_DEL_002,35117388tattooine23196964
9009647202,9360570309,580,2024-06-17 19:17:00,TWR_DEL_001,35433372tattooine23065537
9876543212,9129424773,3422,2024-03-30 08:11:00,TWR_MUM_001,35117388tattooine23196964
9506615459,9880911052,420,2024-06-11 08:05:00,TWR_DEL_002,35388299tattooine84864326
9738104136,9443268624,439,2024-02-10 13:19:00,TWR_KOL_001,35383553tattooine83491291
9993776476,9718837354,591,2024-02-09 10:48:00,TWR_DEL_002,35921285tattooine83235253
9009647202,9105975320,288,2024-05-04 17:28:00,TWR_KOL_001,35050291tattooine44594891
9876543211,9647217064,2398,2024-04-20 09:18:00,TWR_DEL_001,35117388tattooine23196964
9721234580,9476865853,549,2024-02-26 14:38:00,TWR_BLR_001,35921285tattooine83235253
9876543211,9431113015,1165,2024-03-15 13:07:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9177919228,829,2024-06-29 11:32:00,TWR_MUM_002,35388299tattooine84864326
9876543212,9272300912,1926,2024-01-05 15:58:00,TWR_DEL_001,35117388tattooine23196964
9876543212,9354781394,2058,2024-06-12 14:18:00,TWR_MUM_002,35388299tattooine84864326
9876543210,9785850882,1003,2024-04-02 09:27:00,TWR_MUM_002,35388299tattooine84864326
9560525584,9684965550,420,2024-03-20 19:21:00,TWR_DEL_002,35050291tattooine44594891
9876543211,9476918423,2390,2024-05-10 11:57:00,TWR_DEL_001,35388299tattooine84864326
9286436117,9404253652,161,2024-02-07 12:12:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9647597408,3409,2024-06-09 15:29:00,TWR_DEL_001,35921285tattooine83235253
9382338055,9891041325,469,2024-02-08 15:04:00,TWR_HYD_001,35383553tattooine83491291
9876543212,9738588061,2722,2024-05-09 09:19:00,TWR_DEL_001,35117388tattooine23196964
9876543210,9668367409,1810,2024-06-14 09:39:00,TWR_MUM_001,35921285tattooine83235253
9876543213,9340109880,2677,2024-05-26 18:12:00,TWR_DEL_001,35117388tattooine23196964
9876543213,9788108578,917,2024-01-27 20:57:00,TWR_DEL_001,35117388tattooine23196964
9329322695,9748850459,526,2024-03-04 19:28:00,TWR_MUM_001,35921285tattooine83235253
9639873891,9488327934,172,2024-03-13 14:26:00,TWR_HYD_001,35383553tattooine83491291
9822887649,9475425640,63,2024-03-25 09:35:00,TWR_HYD_001,35117388tattooine23196964
9508367444,9130754461,163,2024-05-29 18:09:00,TWR_HYD_001,35117388tattooine23196964
9820400931,9291132147,411,2024-01-22 12:35:00,TWR_MUM_001,35433372tattooine23065537
9876543212,9217737320,3044,2024-06-20 14:32:00,TWR_DEL_001,35388299tattooine84864326
9876543212,9661917989,1038,2024-05-04 11:14:00,TWR_DEL_002,35117388tattooine23196964
9075026297,9698777712,312,2024-05-18 19:56:00,TWR_DEL_002,35387906tattooine43934119
9876543212,9800456075,2831,2024-04-06 10:10:00,TWR_DEL_002,35388299tattooine84864326
9876543214,9457248860,3253,2024-04-15 13:43:00,TWR_MUM_002,35921285tattooine83235253
9328165026,9175914036,301,2024-05-16 11:19:00,TWR_KOL_001,35002272tattooine80200932
9620417415,9171291040,208,2024-04-22 15:49:00,TWR_HYD_001,35433372tattooine23065537
9876543213,9788108578,2460,2024-02-21 20:38:00,TWR_MUM_002,35921285tattooine83235253
9876543212,9785648797,2926,2024-05-21 09:45:00,TWR_MUM_002,35117388tattooine23196964
9180982287,9133028137,301,2024-03-10 15:57:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9246413454,1209,2024-01-07 14:03:00,TWR_MUM_002,35117388tattooine23196964
9876543212,9571742715,1881,2024-02-27 08:20:00,TWR_DEL_001,35117388tattooine23196964
9780547807,9329322695,353,2024-01-10 12:58:00,TWR_MUM_001,35388299tattooine84864326
9524622866,9714308069,152,2024-06-06 08:57:00,TWR_KOL_001,35583364tattooine19217410
9876543212,9153471459,912,2024-03-14 11:19:00,TWR_MUM_002,35921285tattooine83235253
9876543211,9581291732,2917,2024-01-29 15:38:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9354781394,1290,2024-04-19 08:39:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9607047344,1067,2024-04-02 09:33:00,TWR_DEL_001,35388299tattooine84864326
9876543214,9818999432,383,2024-01-12 18:24:00,TWR_MUM_002,35117388tattooine23196964
9130754461,9438204578,26,2024-03-29 11:46:00,TWR_HYD_001,35117388tattooine23196964
9288789709,9211398995,350,2024-03-31 16:21:00,TWR_MUM_001,35921285tattooine83235253
9980156016,9714308069,485,2024-02-04 09:45:00,TWR_KOL_001,35388299tattooine84864326
9753098899,9995066995,310,2024-02-21 08:20:00,TWR_MUM_002,35921285tattooine83235253
9100029118,9629140043,566,2024-01-10 20:41:00,TWR_KOL_001,35909823tattooine41115970
9876543212,9107549164,495,2024-02-01 20:23:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9305209901,2101,2024-02-17 15:44:00,TWR_MUM_002,35117388tattooine23196964
9876543214,9609380409,3581,2024-04-18 09:27:00,TWR_DEL_001,35388299tattooine84864326
9092974179,9087998924,568,2024-01-27 09:20:00,TWR_BLR_001,35383553tattooine83491291
9527519571,9210784806,446,2024-03-30 15:02:00,TWR_MUM_001,35583364tattooine19217410
9748453160,9216236595,455,2024-01-20 18:40:00,TWR_BLR_001,35921285tattooine83235253
9876543214,9330358711,3082,2024-02-06 17:43:00,TWR_DEL_002,35921285tattooine83235253
9622823906,9027850142,78,2024-04-02 14:36:00,TWR_MUM_002,35383553tattooine83491291
9876543211,9707424190,2142,2024-04-23 20:04:00,TWR_MUM_001,35117388tattooine23196964
9876543214,9242857801,1930,2024-03-12 11:07:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9318359803,2420,2024-01-31 12:49:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9983707209,2806,2024-05-05 11:07:00,TWR_MUM_001,35388299tattooine84864326
9876543210,9079513966,1007,2024-06-23 13:42:00,TWR_MUM_002,35921285tattooine83235253
9876543210,9003374516,2520,2024-02-10 19:45:00,TWR_MUM_001,35117388tattooine23196964
9114363201,9980156016,380,2024-02-21 20:08:00,TWR_MUM_002,35117388tattooine23196964
9876543213,9728054946,1778,2024-05-21 10:39:00,TWR_MUM_001,35117388tattooine23196964
9895898578,9820400931,417,2024-04-15 20:26:00,TWR_KOL_001,35387906tattooine43934119
9052297503,9027850142,334,2024-04-29 18:33:00,TWR_DEL_002,35583364tattooine19217410
9876543214,9510165477,2707,2024-04-20 16:58:00,TWR_DEL_002,35921285tattooine83235253
9714308069,9133028137,540,2024-02-12 10:20:00,TWR_MUM_001,35909823tattooine41115970
9844052941,9380893111,541,2024-03-05 11:40:00,TWR_BLR_001,35117388tattooine23196964
9883605955,9027850142,320,2024-06-13 10:37:00,TWR_DEL_002,35387906tattooine43934119
9343688439,9275382517,355,2024-01-21 08:41:00,TWR_DEL_001,35921285tattooine83235253
9426674499,9488337812,225,2024-06-12 08:31:00,TWR_CHN_001,35433372tattooine23065537
9485577262,9247708895,319,2024-06-24 14:19:00,TWR_KOL_001,35002272tattooine80200932
9876543210,9586541708,2100,2024-04-28 11:21:00,TWR_MUM_002,35117388tattooine23196964
9792227502,9190856897,336,2024-02-03 20:23:00,TWR_HYD_001,35050291tattooine44594891
9876543210,9588915003,1290,2024-03-09 15:15:00,TWR_MUM_002,35921285tattooine83235253
9876543210,9583926581,1873,2024-02-10 13:59:00,TWR_MUM_002,35921285tattooine83235253
9876543212,9329617060,3425,2024-05-11 15:31:00,TWR_DEL_002,35117388tattooine23196964
9936155409,9319664236,102,2024-04-27 11:13:00,TWR_CHN_001,35387906tattooine43934119
9876543210,9602439763,1452,2024-06-16 18:30:00,TWR_MUM_002,35388299tattooine84864326
9876543210,9224820812,2065,2024-04-03 20:25:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9785648797,2635,2024-05-21 12:04:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9850465353,2552,2024-06-23 17:07:00,TWR_MUM_001,35388299tattooine84864326
9876543210,9130985800,1828,2024-04-03 20:09:00,TWR_MUM_001,35388299tattooine84864326
9876543214,9227272807,2348,2024-01-10 10:45:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9396395888,2171,2024-05-11 10:20:00,TWR_DEL_002,35388299tattooine84864326
9152382692,9104351974,412,2024-03-27 16:53:00,TWR_BLR_001,35433372tattooine23065537
9876543213,9583146675,2605,2024-01-05 13:21:00,TWR_MUM_001,35117388tattooine23196964
9535823974,9948625088,325,2024-05-01 12:41:00,TWR_DEL_001,35433372tattooine23065537
9993776476,9891041325,243,2024-05-02 10:33:00,TWR_DEL_001,35433372tattooine23065537
9016590486,9474105123,399,2024-01-09 17:44:00,TWR_MUM_001,35002272tattooine80200932
9876543210,9512141937,1584,2024-04-15 19:13:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9399941354,3313,2024-02-05 16:13:00,TWR_DEL_001,35388299tattooine84864326
9876543213,9457625724,1843,2024-04-27 16:21:00,TWR_MUM_001,35921285tattooine83235253
9876543212,9205402899,2283,2024-03-12 16:19:00,TWR_DEL_002,35921285tattooine83235253
9876543212,9888978929,1483,2024-06-29 15:20:00,TWR_DEL_002,35388299tattooine84864326
9876543214,9445340847,1420,2024-05-26 18:34:00,TWR_MUM_001,35921285tattooine83235253
9876543213,9641652022,3466,2024-01-11 12:45:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9019730953,1350,2024-02-21 16:17:00,TWR_MUM_002,35921285tattooine83235253
9524622866,9066796702,150,2024-05-30 11:15:00,TWR_DEL_002,35433372tattooine23065537
9876543214,9576061455,2913,2024-01-26 14:21:00,TWR_DEL_002,35921285tattooine83235253
9997169926,9261120316,150,2024-02-10 14:41:00,TWR_DEL_001,35387906tattooine43934119
9832700445,9780950128,498,2024-03-23 12:41:00,TWR_MUM_002,35909823tattooine41115970
9876543210,9487687472,2651,2024-01-10 10:26:00,TWR_DEL_002,35388299tattooine84864326
9715769044,9457862633,47,2024-02-17 19:55:00,TWR_CHN_001,35583364tattooine19217410
9496991316,9803887018,19,2024-06-03 09:59:00,TWR_BLR_001,35433372tattooine23065537
9508367444,9347967134,566,2024-05-09 15:17:00,TWR_KOL_001,35388299tattooine84864326
9876543210,9001207340,965,2024-03-06 19:11:00,TWR_MUM_002,35388299tattooine84864326
9876543212,9584187192,2625,2024-06-05 18:57:00,TWR_DEL_002,35921285tattooine83235253
9876543213,9951667617,1643,2024-06-20 09:11:00,TWR_DEL_001,35117388tattooine23196964
9619144165,9775934976,264,2024-04-08 11:28:00,TWR_DEL_001,35909823tattooine41115970
9137287979,9686238326,319,2024-06-16 13:44:00,TWR_DEL_001,35909823tattooine41115970
9876543210,9373907552,1556,2024-06-24 16:59:00,TWR_DEL_002,35117388tattooine23196964
9747494066,9011337424,328,2024-04-04 17:14:00,TWR_DEL_002,35909823tattooine41115970
9876543211,9804587083,927,2024-06-04 13:26:00,TWR_MUM_002,35388299tattooine84864326
9077453557,9518321988,560,2024-06-23 20:38:00,TWR_MUM_002,35002272tattooine80200932
9105975320,9388604711,467,2024-05-24 09:03:00,TWR_HYD_001,35117388tattooine23196964
9541053620,9631952450,217,2024-03-24 16:28:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9978684624,2688,2024-05-10 15:51:00,TWR_MUM_002,35921285tattooine83235253
9876543211,9951667617,2001,2024-01-15 16:29:00,TWR_MUM_002,35388299tattooine84864326
9774092638,9776369402,32,2024-01-01 19:13:00,TWR_CHN_001,35909823tattooine41115970
9876543210,9339850012,1711,2024-01-16 09:59:00,TWR_DEL_001,35388299tattooine84864326
9876543212,9086128758,1037,2024-06-14 14:23:00,TWR_DEL_002,35388299tattooine84864326
9623919188,9001011869,396,2024-06-23 18:55:00,TWR_CHN_001,35117388tattooine23196964
